old host name,new host name,group name
TOTEM - NUC - 172.16.14.50,172.16.14.50,SP - SAO ROQUE - PRAÇA DA MATRIZ
TOTEM - NUC - 172.16.14.60,172.16.14.60,SP - SAO ROQUE - PRAÇA DA REPUBLICA
TOTEM - NUC - 172.16.14.70,172.16.14.70,SP - SAO ROQUE - AVENIDA ANTONIO DIAS BASTOS
TOTEM - NUC - 172.16.14.80,172.16.14.80,SP - SAO ROQUE - PRAÇA LARGO DOS MENDES
TOTEM - NUC - 172.16.14.90,172.16.14.90,SP - SAO ROQUE - PRAÇA TAKESHI ISHIMARU
